Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6CZR3	GPH_PECAS	reviewed	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	ECA4088	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	234
A2S4W0	F16PA_BURM9	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp BMA10229_A0990	Burkholderia mallei (strain NCTC 10229)	338
Q3J3M6	GLGB_RHOS4	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB RHOS4_10400 RSP_2448	Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158)	728
P22715	GALE_SALTY	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE STM0776	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	338
A1CD22	EGLC_ASPCL	reviewed	Probable glucan endo-1,3-beta-glucosidase eglC (EC 3.2.1.39) (Endo-1,3-beta-glucanase eglC) (Laminarinase eglC)	eglC ACLA_064000	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	453
B0XXF8	EGLC_ASPFC	reviewed	Probable glucan endo-1,3-beta-glucosidase eglC (EC 3.2.1.39) (Endo-1,3-beta-glucanase eglC) (Laminarinase eglC)	eglC AFUB_048180	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	450
A0R757	DERI2_MYCS2	reviewed	D-erythrulose-4-phosphate isomerase 2 (EC 5.3.1.34)	derI2 MSMEG_6787 MSMEI_6604	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	152
Q114I1	GLGB_TRIEI	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB Tery_1837	Trichodesmium erythraeum (strain IMS101)	776
B7JDF1	GLGB_BACC0	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB BCAH820_4980	Bacillus cereus (strain AH820)	645
P96993	GAL1_STRMU	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK SMU_886	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	390
Q65FS4	GLGB_BACLD	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB BLi03230 BL01419	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46)	627
Q1C960	GAL1_YERPA	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK YPA_1045	Yersinia pestis bv. Antiqua (strain Antiqua)	383
D0L658	FGD_GORB4	reviewed	F420-dependent glucose-6-phosphate dehydrogenase (FGD) (G6PD) (EC 1.1.98.2)	fgd Gbro_4404	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / JCM 3198 / NCTC 10667) (Rhodococcus bronchialis)	338
B2K8R6	GAL1_YERPB	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK YPTS_1247	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	383
A9KTJ4	GLGC_SHEB9	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Sbal195_1360	Shewanella baltica (strain OS195)	420
Q3T105	GALE_BOVIN	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-galactose 4-epimerase)	GALE	Bos taurus (Bovine)	348
P0A3Q0	MALQ_STRPN	reviewed	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ malM SP_2107	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	505
Q7WUM3	MAK_ACTMI	reviewed	Maltokinase (MaK) (EC 2.7.1.175) (Maltose-1-phosphate synthase)	mak1	Actinoplanes missouriensis	437
B8N5S6	BGLM_ASPFN	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AFLA_014190	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	768
Q9X108	BGLT_THEMA	reviewed	6-phospho-beta-glucosidase BglT (EC 3.2.1.86)	bglT TM_1281	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	415
P10482	BGLS_CALSA	reviewed	Beta-glucosidase A (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglA	Caldicellulosiruptor saccharolyticus (Caldocellum saccharolyticum)	455
A6VKQ3	APTB_ACTSZ	reviewed	Apulose-4-phosphate transketolase subunit B (EC 2.2.1.-) (Apulose-4-phosphate transketolase C-terminal subunit)	aptB Asuc_0170	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	311
P58543	ARAB_YERPE	reviewed	Ribulokinase (EC 2.7.1.16)	araB YPO2254 y2095 YP_2050	Yersinia pestis	563
P94523	ARAA_BACSU	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA BSU28800	Bacillus subtilis (strain 168)	496
A6L2R5	ARAA_BACV8	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA BVU_2320	Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154)	509
F6C6C1	APY_BIFBA	reviewed	Exo-alpha-(1->6)-L-arabinopyranosidase (APY) (EC 3.2.1.-)	HMPREF9228_1477	Bifidobacterium breve (strain ACS-071-V-Sch8b)	757
E7CY69	APY_BIFLN	reviewed	Exo-alpha-(1->6)-L-arabinopyranosidase (APY) (EC 3.2.1.-) (Beta-D-galactopyranosidase)	apy	Bifidobacterium longum	757
A0KJI0	ARAA_AERHH	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA AHA_1900	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)	499
B7GGW0	ARAA_ANOFW	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA Aflv_0531	Anoxybacillus flavithermus (strain DSM 21510 / WK1)	500
A0JRF5	ARAA_ARTS2	reviewed	L-arabinose isomerase (EC 5.3.1.4)	araA Arth_0224	Arthrobacter sp. (strain FB24)	511
B0CLQ0	ANMK_BRUSI	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BSUIS_A0967	Brucella suis (strain ATCC 23445 / NCTC 10510)	373
O77011	AMYR_DROAP	reviewed	Alpha-amylase-related protein (EC 3.2.1.1)	Amyrel	Drosophila atripex (Fruit fly)	494
Q873Y0	CHIA1_ASPFM	reviewed	Endochitinase A1 (EC 3.2.1.14) (Chitinase A1)	chiA1 chi1	Neosartorya fumigata (Aspergillus fumigatus)	825
Q5ZVN7	ANMK_LEGPH	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK lpg1403	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	366
Q9BZP6	CHIA_HUMAN	reviewed	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	CHIA	Homo sapiens (Human)	476
Q8Z6H0	CHBG_SALTI	reviewed	Chitooligosaccharide deacetylase (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG STY1796 t1196	Salmonella typhi	252
B0KZK1	AMY_ACASI	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (allergen Aca s 4)		Acarus siro (Flour mite) (Tyroglyphus farinae)	517
P08486	AMY_STRHY	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)		Streptomyces hygroscopicus	478
Q05540	CHIB_SOLLC	reviewed	Acidic 27 kDa endochitinase (EC 3.2.1.14)	CHI17	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	247
A6UZG7	ANMK_PSEA7	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK PSPA7_0807	Pseudomonas aeruginosa (strain PA7)	365
B4EWL8	ANMK_PROMH	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK PMI1388	Proteus mirabilis (strain HI4320)	370
D7CFN7	AGAL_STRBB	reviewed	Probable retaining alpha-galactosidase (EC 3.2.1.22) (Melibiase)	SBI_01652	Streptomyces bingchenggensis (strain BCW-1)	635
Q4FQ90	ANMK_PSYA2	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Psyc_1971	Psychrobacter arcticus (strain DSM 17307 / 273-4)	436
Q57GG7	F16PA_SALCH	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp SCH_4289	Salmonella choleraesuis (strain SC-B67)	332
Q1Q8F6	ANMK_PSYCK	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Pcryo_2270	Psychrobacter cryohalolentis (strain K5)	427
O15981	CHH5_PENJP	reviewed	Crustacean hyperglycemic hormones 5 (Pej-SGP-V) [Cleaved into: CHH precursor-related peptide 5 (CPRP 5); Crustacean hyperglycemic hormone 5 (CHH 5)]		Penaeus japonicus (Kuruma prawn) (Marsupenaeus japonicus)	125
O97387	CHH5_PENMO	reviewed	Crustacean hyperglycemic hormones 5 (Pm-SGP-V) [Cleaved into: CHH precursor-related peptide 5 (CPRP 5); Crustacean hyperglycemic hormone 5 (CHH 5)]	CHH5	Penaeus monodon (Giant tiger prawn)	122
P29032	CHIC_POPTR	reviewed	Acidic endochitinase WIN6.2C (EC 3.2.1.14) (Fragment)		Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	121
P22630	AMY1_AERHY	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)		Aeromonas hydrophila	464
P42820	CHIP_BETVU	reviewed	Acidic endochitinase SP2 (EC 3.2.1.14)	SP2	Beta vulgaris (Sugar beet)	288
P29137	CHI1_CASSA	reviewed	Basic endochitinase CH1 (EC 3.2.1.14) (Fragment)		Castanea sativa (Sweet chestnut)	35
O77220	CHH_MACLE	reviewed	Crustacean hyperglycemic hormones [Cleaved into: CHH precursor-related peptide (CPRP); Crustacean hyperglycemic hormone (CHH)]	CHH	Macrobrachium lanchesteri (Freshwater prawn) (Palaemon lanchesteri)	135
Q39799	CHI1_GOSHI	reviewed	Endochitinase 1 (EC 3.2.1.14)		Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	324
Q87MG7	GMHA_VIBPA	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA VP2288	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	191
Q7NGN9	F16PA_GLOVI	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp glr3129	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	348
Q4QL80	F16PA_HAEI8	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp NTHI1394	Haemophilus influenzae (strain 86-028NP)	334
B7GPC7	EBI1_BIFLS	reviewed	Endo-beta-N-acetylglucosaminidase (EC 3.2.1.96) (Endoglycosidase BI-1) (EndoBI-1)	Blon_2468	Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)	545
P29852	MALX_KLEPN	reviewed	Protein MalX (Fragment)	malX	Klebsiella pneumoniae	65
Q331R1	GERF_STRSQ	reviewed	dTDP-4-dehydro-6-deoxyglucose 3-epimerase (EC 5.1.3.27) (dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase) (dTDP-4-keto-6-deoxyglucose epimerase) (dTDP-4-oxo-6-deoxy-D-glucose epimerase)	gerF	Streptomyces sp.	196
A0QXE4	DERK_MYCS2	reviewed	D-erythrulose kinase (EC 2.7.1.210)	derK MSMEG_3271 MSMEI_3187	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	580
Q32IG8	GAL1_SHIDS	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK SDY_0704	Shigella dysenteriae serotype 1 (strain Sd197)	382
Q83J89	GLGX_SHIFL	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX SF3454 S4309	Shigella flexneri	657
E8MF10	GALE_BIFL2	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (UDP-galactose 4-epimerase)	lnpD BLLJ_1620	Bifidobacterium longum subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b)	340
C1CRM1	GLGC_STRZT	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC SPT_1167	Streptococcus pneumoniae (strain Taiwan19F-14)	380
A1D451	BGLA_NEOFI	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 NFIA_018950	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	873
Q6Y288	B3GLT_HUMAN	reviewed	Beta-1,3-glucosyltransferase (Beta3Glc-T) (EC 2.4.1.-) (Beta 3-glucosyltransferase) (Beta-3-glycosyltransferase-like)	B3GLCT B3GALTL B3GTL	Homo sapiens (Human)	498
A5IBP5	ANMK_LEGPC	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK LPC_0819	Legionella pneumophila (strain Corby)	366
B0JSC7	ANMK_MICAN	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK MAE_42630	Microcystis aeruginosa (strain NIES-843)	378
Q3SS13	ANMK_NITWN	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK Nwi_1667	Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255)	366
A1D9S3	AGALD_NEOFI	reviewed	Probable alpha-galactosidase D (EC 3.2.1.22) (Melibiase D)	aglD NFIA_029860	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	648
G5EAZ3	CHIB1_EMENI	reviewed	Endochitinase B (EC 3.2.1.14) (Chitinase B)	chiB AN4871	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	398
C0ZSV1	ANMK_RHOE4	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK RER_12160	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	397
P46876	CHI1_CANAX	reviewed	Chitinase 1 (EC 3.2.1.14)	CHT1	Candida albicans (Yeast)	462
A9N037	ANMK_SALPB	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK SPAB_01875	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	373
B8CQQ1	ANMK_SHEPW	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK swp_3839	Shewanella piezotolerans (strain WP3 / JCM 13877)	369
C0Q5T6	ANMK_SALPC	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK SPC_2285	Salmonella paratyphi C (strain RKS4594)	373
D4AT07	CHI1_ARTBC	reviewed	Probable endochitinase ARB_07371 (EC 3.2.1.14)	ARB_07371	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	745
O05508	GMUD_BACSU	reviewed	6-phospho-beta-glucosidase GmuD (EC 3.2.1.86) (Aryl-phospho-beta-D-glucosidase BglD) (Glucomannan utilization protein D)	gmuD bglD ydhP BSU05840	Bacillus subtilis (strain 168)	465
Q9AGY5	GMHBA_ANETH	reviewed	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.83) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB gmhC	Aneurinibacillus thermoaerophilus	179
P63224	GMHA_ECOLI	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA tfrA yafI b0222 JW0212	Escherichia coli (strain K12)	192
Q9CK98	GMHBB_PASMU	reviewed	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB PM1727	Pasteurella multocida (strain Pm70)	184
D4GYE7	GLPR_HALVD	reviewed	HTH-type transcriptional regulator GlpR	glpR HVO_1501 C498_11226	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	255
P48847	F16PA_NOSP7	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Npun_F4023	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	349
B4F298	F16PA_PROMH	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp PMI3397	Proteus mirabilis (strain HI4320)	335
Q5PJ74	F16PA_SALPA	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp SPA4235	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	332
B5EWJ3	GMHA_SALA4	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA SeAg_B0344	Salmonella agona (strain SL483)	192
Q2UI81	FAEC_ASPOR	reviewed	Probable feruloyl esterase C (EC 3.1.1.73) (Ferulic acid esterase C)	faeC AO090023000158	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	270
Q8THA9	FAEHP_METAC	reviewed	Bifunctional enzyme Fae/Hps [Includes: 5,6,7,8-tetrahydromethanopterin hydro-lyase (EC 4.2.1.147) (Formaldehyde-activating enzyme) (Fae); 3-hexulose-6-phosphate synthase (HPS) (EC 4.1.2.43) (D-arabino-3-hexulose-6-phosphate formaldehyde lyase)]	fae-hps MA_4608	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	392
A6TLX6	F16PC_ALKMQ	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp Amet_0977	Alkaliphilus metalliredigens (strain QYMF)	665
F4KED2	GOLSA_ARATH	reviewed	Galactinol synthase 10 (AtGolS10) (GolS-10) (EC 2.4.1.123)	GOLS10 At5g30500 F19I11	Arabidopsis thaliana (Mouse-ear cress)	328
Q24VW5	GLGC_DESHY	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC DSY2038	Desulfitobacterium hafniense (strain Y51)	398
P0AB88	FUCA_SHIFL	reviewed	L-fuculose phosphate aldolase (EC 4.1.2.17) (L-fuculose-1-phosphate aldolase)	fucA SF2814 S3009	Shigella flexneri	215
A0R2E2	GLGM_MYCS2	reviewed	Alpha-maltose-1-phosphate synthase (M1P synthase) (EC 2.4.1.342) (ADP-alpha-D-glucose:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase) (M1P-producing glucosyltransferase)	glgM glgA MSMEG_5080 MSMEI_4954	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	387
Q324G2	GAL1_SHIBS	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK SBO_0612	Shigella boydii serotype 4 (strain Sb227)	382
B7UHL8	FUCI_ECO27	reviewed	L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase)	fucI E2348C_3069	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	591
A7FKP2	GAL1_YERP3	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK YpsIP31758_2857	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	383
B0CAD9	F16A1_ACAM1	reviewed	Fructose-1,6-bisphosphatase class 1 1 (FBPase class 1 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1 1)	fbp1 AM1_2875	Acaryochloris marina (strain MBIC 11017)	357
Q97EZ4	GALT_CLOAB	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT CA_C2961	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	497
B5R396	GLGX_SALEP	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX SEN3361	Salmonella enteritidis PT4 (strain P125109)	658
Q49ZK0	GALT_STAS1	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT SSP0631	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	496
B1LM48	GAL1_ECOSM	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK EcSMS35_0780	Escherichia coli (strain SMS-3-5 / SECEC)	382
Q8DPS5	GLGC_STRR6	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC spr1030	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	380
B1YIH8	GAL1_EXIS2	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK Exig_0377	Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15)	390
B2K6F9	GLGC_YERPB	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC YPTS_3982	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	428
Q9KY04	GLGE2_STRCO	reviewed	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2 (GMPMT 2) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase 2)	glgE2 pep1 pep1B pep1II SCO7335 SC4G10.14c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	669
A9L2P0	HLDE_SHEB9	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE Sbal195_0946	Shewanella baltica (strain OS195)	476
Q6ZQI3	MLEC_MOUSE	reviewed	Malectin	Mlec Kiaa0152	Mus musculus (Mouse)	291
A4WFK6	MALT_ENT38	reviewed	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT Ent638_3831	Enterobacter sp. (strain 638)	901
D2PPM8	IMGH_KRIFD	reviewed	Isomaltose glucohydrolase (EC 3.2.1.205)	Kfla_1896	Kribbella flavida (strain DSM 17836 / JCM 10339 / NBRC 14399)	385
A2QPK4	BGLD_ASPNC	reviewed	Probable beta-glucosidase D (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase D) (Cellobiase D) (Gentiobiase D)	bglD An07g09760	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	754
Q4WD56	BGLE_ASPFU	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE AFUA_6G03570	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1033
B8NMR5	BGLG_ASPFN	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG AFLA_126780	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	815
P07642	ARAC_DICCH	reviewed	Arabinose operon regulatory protein	araC	Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi)	310
Q1CIX8	ARAB_YERPN	reviewed	Ribulokinase (EC 2.7.1.16)	araB YPN_1723 YP516_1914	Yersinia pestis bv. Antiqua (strain Nepal516)	567
Q7WFC8	ANMK_BORBR	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BB4352	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	378
Q0BPL4	GLGC_GRABC	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC GbCGDNIH1_2340	Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1)	417
