Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P9WFU6	LYSX_MYCTO	reviewed	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX [Includes: Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS); Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthetase) (LPG synthetase)]	lysX lysS2 lysU mprF MT1678	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	1172
P20173	ERMB_ENTFA	reviewed	rRNA adenine N-6-methyltransferase (EC 2.1.1.184) (Macrolide-lincosamide-streptogramin B resistance protein)	ermB EF_A0007	Enterococcus faecalis (strain ATCC 700802 / V583)	245
P11545	MMR_STRCO	reviewed	Methylenomycin A resistance protein (MMR peptide)	mmr SCP1.237c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	475
Q881Q1	MACB2_PSESM	reviewed	Macrolide export ATP-binding/permease protein MacB 2 (EC 3.6.3.-)	macB2 PSPTO_2832	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	668
B7NF27	MDTL_ECOLU	reviewed	Multidrug resistance protein MdtL	mdtL ECUMN_4241	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	391
A1AHP3	MDTL_ECOK1	reviewed	Multidrug resistance protein MdtL	mdtL Ecok1_36890 APECO1_2750	Escherichia coli O1:K1 / APEC	391
B7LFG4	MDTG_ECO55	reviewed	Multidrug resistance protein MdtG	mdtG EC55989_1167	Escherichia coli (strain 55989 / EAEC)	408
Q2G2Q0	GYRA_STAA8	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SAOUHSC_00006	Staphylococcus aureus (strain NCTC 8325)	887
P06135	CAT3_STAAU	reviewed	Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28)	cat	Staphylococcus aureus	215
P36882	CAT4_STAAU	reviewed	Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28)	cat	Staphylococcus aureus	215
P07641	CAT_PROMI	reviewed	Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28)	cat	Proteus mirabilis	217
A1JPP9	ARNB_YERE8	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB YE2192	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	382
P85302	AMPC_PSEFL	reviewed	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	ampC	Pseudomonas fluorescens	358
A1BE50	MACB_CHLPD	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB Cpha266_0622	Chlorobium phaeobacteroides (strain DSM 266)	657
Q6GKT9	GYRA_STAAR	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SAR0006	Staphylococcus aureus (strain MRSA252)	886
P37636	MDTE_ECOLI	reviewed	Multidrug resistance protein MdtE	mdtE yhiU b3513 JW3481	Escherichia coli (strain K12)	385
O05318	MEPRM_MYCTU	reviewed	Multidrug efflux system permease protein Rv1217c	Rv1217c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	548
Q8XB84	MDTM_ECO57	reviewed	Multidrug resistance protein MdtM	mdtM Z5939 ECs5300	Escherichia coli O157:H7	410
B7LK52	MDTL_ESCF3	reviewed	Multidrug resistance protein MdtL	mdtL EFER_4006	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	391
P81173	BLAC_STRGR	reviewed	Beta-lactamase (EC 3.5.2.6) (Fragment)		Streptomyces griseus	13
Q8XDZ5	ARNC_ECO57	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC Z3512 ECs3142	Escherichia coli O157:H7	322
P9WJB1	FLQE3_MYCTU	reviewed	Fluoroquinolones export permease protein Rv2687c	Rv2687c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	237
P59655	DHPS_STRR6	reviewed	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	sulA spr0266	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	314
Q5HG20	DCDA_STAAC	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA SACOL1435	Staphylococcus aureus (strain COL)	421
P69927	MMR_MYCBO	reviewed	Multidrug resistance protein mmr	mmr BQ2027_MB3092	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	107
P23874	HIPA_ECOLI	reviewed	Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA)	hipA b1507 JW1500	Escherichia coli (strain K12)	440
P9WMJ5	BLAI_MYCTU	reviewed	Transcriptional regulator BlaI	blaI Rv1846c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	138
C0Q071	ARNB_SALPC	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB SPC_1414	Salmonella paratyphi C (strain RKS4594)	379
Q5MK06	MACB_NEIGO	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB	Neisseria gonorrhoeae	644
P86889	MEFA_ENTFL	reviewed	Macrolide efflux protein A (Fragment)	mefA	Enterococcus faecalis (Streptococcus faecalis)	323
P0A0B1	MECR_STAAU	reviewed	Methicillin resistance mecR1 protein	mecR1 mecR	Staphylococcus aureus	585
P9WGF0	MMR_MYCTO	reviewed	Multidrug resistance protein Mmr	mmr MT3150.1	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	107
P43486	MCRB_STRLA	reviewed	Mitomycin resistance protein McrB	mcrB	Streptomyces lavendulae	105
P0A9Z9	BLA2_KLEPO	reviewed	Beta-lactamase SHV-2 (EC 3.5.2.6) (SHV-2A)	bla shv2	Klebsiella pneumoniae subsp. ozaenae	286
P0AE05	AADB1_KLEPN	reviewed	2''-aminoglycoside nucleotidyltransferase (EC 2.7.7.46) (AAD(2'')) (Gentamicin 2''-nucleotidyltransferase) (Gentamicin resistance protein)	aadB	Klebsiella pneumoniae	177
A1ADA8	ARND_ECOK1	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD Ecok1_21540 APECO1_4305	Escherichia coli O1:K1 / APEC	296
P00484	CAT3_ECOLX	reviewed	Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III)	cat3	Escherichia coli	213
Q7DJ53	BLE_STAAU	reviewed	Bleomycin resistance protein (BRP) (Bleomycin-binding protein)	ble bleO blmS	Staphylococcus aureus	132
B7NNT4	ARNA_ECO7I	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA ECIAI39_2402	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	660
P77690	ARNB_ECOLI	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (Polymyxin resistance protein PmrH) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB pmrH yfbE b2253 JW5372	Escherichia coli (strain K12)	385
C3P6D6	FOSB2_BACAA	reviewed	Metallothiol transferase FosB 2 (EC 2.5.1.-) (Fosfomycin resistance protein 2)	fosB2 BAA_4133	Bacillus anthracis (strain A0248)	139
P0AEK6	FABI_SHIFL	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI SF1293 S1375	Shigella flexneri	262
P06571	ERMG_LYSSH	reviewed	rRNA adenine N-6-methyltransferase (EC 2.1.1.-) (Erythromycin resistance protein) (Macrolide-lincosamide-streptogramin B resistance protein)	ermG	Lysinibacillus sphaericus (Bacillus sphaericus)	244
Q2KVS6	MACB_BORA1	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB BAV2813	Bordetella avium (strain 197N)	655
P0A2T5	MARR_SALTI	reviewed	Multiple antibiotic resistance protein MarR	marR STY1540 t1441	Salmonella typhi	144
P0A5I7	BLAC_MYCBO	reviewed	Beta-lactamase (EC 3.5.2.6) (Ambler class A beta-lactamase)	blaC blaA BQ2027_MB2094C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	307
P0A003	ACP_STAAW	reviewed	Acyl carrier protein (ACP)	acpP hmrB MW1115	Staphylococcus aureus (strain MW2)	77
Q93PD9	ARNC_YERPS	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC pmrF YPTB2329	Yersinia pseudotuberculosis serotype I (strain IP32953)	327
P9WNL4	EMBC_MYCTO	reviewed	Probable arabinosyltransferase C (EC 2.4.2.-)	embC MT3900	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	1094
P62577	CAT_ECOLX	reviewed	Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28)	cat	Escherichia coli	219
A0QND6	DPO3B_MYCS2	reviewed	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	dnaN MSMEG_0001 MSMEI_0003	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	397
Q739M9	FOSB_BACC1	reviewed	Metallothiol transferase FosB (EC 2.5.1.-) (Fosfomycin resistance protein)	fosB BCE_2111	Bacillus cereus (strain ATCC 10987 / NRS 248)	138
P0A6N3	EFTU_ECO57	reviewed	Elongation factor Tu (EF-Tu) (P-43)	tufA Z4697 ECs4190; tufB Z5553 ECs4903	Escherichia coli O157:H7	394
Q932F1	GRAR_STAAM	reviewed	Response regulator protein GraR (Glycopeptide resistance-associated protein R)	graR SAV0659	Staphylococcus aureus (strain Mu50 / ATCC 700699)	224
A7WZC5	GRAS_STAA1	reviewed	Sensor histidine kinase GraS (EC 2.7.13.3) (Glycopeptide resistance-associated protein S)	graS SAHV_0657	Staphylococcus aureus (strain Mu3 / ATCC 700698)	346
Q7A1L2	GRAR_STAAW	reviewed	Response regulator protein GraR (Glycopeptide resistance-associated protein R)	graR MW0621	Staphylococcus aureus (strain MW2)	224
Q6GBH0	GRAS_STAAS	reviewed	Sensor histidine kinase GraS (EC 2.7.13.3) (Glycopeptide resistance-associated protein S)	graS SAS0625	Staphylococcus aureus (strain MSSA476)	346
P9WG46	GYRA_MYCTO	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA MT0006	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	838
Q93LM8	BLA34_ECOLX	reviewed	Beta-lactamase SHV-34 (EC 3.5.2.6)	bla shv34	Escherichia coli	286
P30896	BLA3_KLEPN	reviewed	Beta-lactamase SHV-3 (EC 3.5.2.6)	bla shv3	Klebsiella pneumoniae	286
B1HZM2	FOSB_LYSSC	reviewed	Metallothiol transferase FosB (EC 2.5.1.-) (Fosfomycin resistance protein)	fosB Bsph_4430	Lysinibacillus sphaericus (strain C3-41)	141
Q5HDU6	FEMX_STAAC	reviewed	Lipid II:glycine glycyltransferase (EC 2.3.2.16) (Factor essential for expression of methicillin resistance X)	femX fmhB SACOL2253	Staphylococcus aureus (strain COL)	421
Q3Z3Q4	MACB_SHISS	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB SSON_0866	Shigella sonnei (strain Ss046)	648
P9WFK7	EIS_MYCTU	reviewed	N-acetyltransferase Eis (EC 2.3.1.-) (Aminoglycoside N-acetyltransferase) (Enhanced intracellular survival protein) (Protein-lysine N-acetyltransferase)	eis Rv2416c MTCY253.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	402
Q1RE44	MACB_ECOUT	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB UTI89_C0884	Escherichia coli (strain UTI89 / UPEC)	648
P0ACH5	MARA_ECOLI	reviewed	Multiple antibiotic resistance protein MarA	marA b1531 JW5249	Escherichia coli (strain K12)	127
Q8XB24	MDTL_ECO57	reviewed	Multidrug resistance protein MdtL	mdtL Z5205 ECs4647	Escherichia coli O157:H7	391
B1IV37	MDTH_ECOLC	reviewed	Multidrug resistance protein MdtH	mdtH EcolC_2535	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	402
Q932M0	GYRA_STAAM	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SAV0006	Staphylococcus aureus (strain Mu50 / ATCC 700699)	889
Q9ZMS0	HCPD_HELPJ	reviewed	Putative beta-lactamase HcpD (EC 3.5.2.6) (Cysteine-rich protein D) (Penicillin-binding protein 4) (PBP 4)	hcpD jhp_0148	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	305
O25001	HCPA_HELPY	reviewed	Beta-lactamase HcpA (EC 3.5.2.6) (Cysteine-rich 28 kDa protein)	hcpA HP_0211	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	250
Q9HZK0	NAGZ_PSEAE	reviewed	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ PA3005	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	332
P39411	NCPP_ECOLI	reviewed	Inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.-) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	yjjX b4394 JW5801	Escherichia coli (strain K12)	170
P9WI72	PKNG_MYCTO	reviewed	Serine/threonine-protein kinase PknG (EC 2.7.11.1)	pknG MT0423	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	750
P0C070	MEPB_PSEPU	reviewed	Multidrug/solvent efflux pump membrane transporter MepB	mepB	Pseudomonas putida (Arthrobacter siderocapsulatus)	1050
Q8X3J5	MDTF_ECO57	reviewed	Multidrug resistance protein MdtF	mdtF Z4927 ECs4394	Escherichia coli O157:H7	1037
Q9ZN40	LPXE_HELPJ	reviewed	Lipid A 1-phosphatase (EC 3.1.-.-)	lpxE jhp_0019	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	191
Q2K2U9	LPXE_RHIEC	reviewed	Lipid A 1-phosphatase (EC 3.1.-.-)	lpxE RHE_CH04094	Rhizobium etli (strain CFN 42 / ATCC 51251)	232
A7ZZ10	MDTG_ECOHS	reviewed	Multidrug resistance protein MdtG	mdtG EcHS_A1175	Escherichia coli O9:H4 (strain HS)	409
B7UP79	MDTH_ECO27	reviewed	Multidrug resistance protein MdtH	mdtH E2348C_1155	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	402
Q7AFA1	MDTH_ECO57	reviewed	Multidrug resistance protein MdtH	mdtH Z1702 ECs1443	Escherichia coli O157:H7	402
Q1RD92	MDTH_ECOUT	reviewed	Multidrug resistance protein MdtH	mdtH UTI89_C1190	Escherichia coli (strain UTI89 / UPEC)	402
Q2FKQ0	GYRA_STAA3	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SAUSA300_0006	Staphylococcus aureus (strain USA300)	887
Q02149	KKIH_LACLA	reviewed	Probable aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (Kanamycin kinase)	ymdC LL1211 L33782	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	262
Q92AV8	FOSX_LISIN	reviewed	Fosfomycin resistance protein FosX	fosX lin1810	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	133
Q99VW1	GRAS_STAAM	reviewed	Sensor histidine kinase GraS (EC 2.7.13.3) (Glycopeptide resistance-associated protein S)	graS SAV0660	Staphylococcus aureus (strain Mu50 / ATCC 700699)	346
P0A4D5	ERM1_ENTFL	reviewed	rRNA adenine N-6-methyltransferase (EC 2.1.1.184) (Macrolide-lincosamide-streptogramin B resistance protein)	ermBP	Enterococcus faecalis (Streptococcus faecalis)	245
Q7CHI2	MACB1_YERPE	reviewed	Macrolide export ATP-binding/permease protein MacB 1 (EC 3.6.3.-)	macB1 YPO1365 y2813 YP_1229	Yersinia pestis	649
Q6F813	MACB_ACIAD	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB ACIAD3110	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	664
Q8FCI8	MDTF_ECOL6	reviewed	Multidrug resistance protein MdtF	mdtF c4325	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	1037
B1IV49	MDTG_ECOLC	reviewed	Multidrug resistance protein MdtG	mdtG EcolC_2547	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	408
P69368	MDTH_ECOL6	reviewed	Multidrug resistance protein MdtH	mdtH c1332	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	402
P9WJW8	JEFA_MYCTO	reviewed	Drug efflux pump JefA	jefA MT2534	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	508
P0ABQ4	DYR_ECOLI	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	folA tmrA b0048 JW0047	Escherichia coli (strain K12)	159
P00381	DYR_LACCA	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	folA dhfR	Lactobacillus casei	163
D0ZHC6	MDFA_EDWTE	reviewed	Multidrug transporter MdfA	mdfA ETAE_3488	Edwardsiella tarda (strain EIB202)	410
P33369	MDTQ_ECOLI	reviewed	Putative multidrug resistance outer membrane protein MdtQ	mdtQ yohG yohH b2139 JW5838/JW5358 b2138	Escherichia coli (strain K12)	478
P97046	LMRA_LACLM	reviewed	Multidrug resistance ABC transporter ATP-binding and permease protein (EC 7.6.2.2)	lmrA llmg_1856	Lactococcus lactis subsp. cremoris (strain MG1363)	590
O53645	MDREP_MYCTU	reviewed	Multidrug efflux ATP-binding/permease protein Rv0194 (EC 3.6.3.-)	Rv0194 RVBD_0194 P425_00203	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1194
P0A062	LPCA_STRAG	reviewed	Chloramphenicol resistance leader peptide		Streptococcus agalactiae	9
B7NAS9	MDTG_ECOLU	reviewed	Multidrug resistance protein MdtG	mdtG ECUMN_1228	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	408
Q0TJ20	MDTG_ECOL5	reviewed	Multidrug resistance protein MdtG	mdtG ECP_1046	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	408
P0AES5	GYRA_SHIFL	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SF2311 S2444	Shigella flexneri	875
Q2YRG7	MACB_BRUA2	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB BAB1_1683/BAB1_1684	Brucella abortus (strain 2308)	646
Q8X4L0	MDTE_ECO57	reviewed	Multidrug resistance protein MdtE	mdtE Z4926 ECs4393	Escherichia coli O157:H7	385
P0A2S5	MARA_SALTI	reviewed	Multiple antibiotic resistance protein MarA	marA STY1541 t1440	Salmonella typhi	127
P21645	LPXD_ECOLI	reviewed	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (UDP-3-O-(3-OHC14)-GlcN N-acyltransferase) (EC 2.3.1.191) (Protein FirA) (Rifampicin resistance protein) (UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase)	lpxD firA omsA b0179 JW0174	Escherichia coli (strain K12)	341
P25919	KAMC_SACHI	reviewed	rRNA methyltransferase (EC 2.1.1.-) (Kanamycin-apramycin resistance methylase)	kamC	Saccharopolyspora hirsuta	156
Q0VT01	MACB_ALCBS	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB ABO_0249	Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)	644
P0A4L9	GYRB_STRPN	reviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB SP_0806	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	648
Q8X9I3	MDTG_ECO57	reviewed	Multidrug resistance protein MdtG	mdtG Z1688 ECs1431	Escherichia coli O157:H7	408
P0AES4	GYRA_ECOLI	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA hisW nalA parD b2231 JW2225	Escherichia coli (strain K12)	875
Q99XG5	GYRA_STAAN	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SA0006	Staphylococcus aureus (strain N315)	889
Q5HJZ0	GYRA_STAAC	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA SACOL0006	Staphylococcus aureus (strain COL)	887
P15557	PAC1_PSES3	reviewed	Acylase ACY 1 proenzyme [Cleaved into: Acylase ACY 1 large subunit; Acylase ACY 1 small subunit] [Includes: Cephalosporin acylase (EC 3.5.1.93) (GL-7ACA acylase); Gamma-glutamyltranspeptidase (GGT) (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13)]	acyI	Pseudomonas sp. (strain SE83)	558
Q05053	PAC1_PSESV	reviewed	Acylase ACY 1 proenzyme [Cleaved into: Acylase ACY 1 large subunit; Acylase ACY 1 small subunit] [Includes: Cephalosporin acylase (EC 3.5.1.93) (GL-7ACA acylase); Gamma-glutamyltranspeptidase (GGT) (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13)]	acyI	Pseudomonas sp. (strain V22)	558
Q2FVT3	FOSB_STAA8	reviewed	Metallothiol transferase FosB (EC 2.5.1.-) (Fosfomycin resistance protein)	fosB SAOUHSC_02609	Staphylococcus aureus (strain NCTC 8325)	139
Q7A6Z3	GRAS_STAAN	reviewed	Sensor histidine kinase GraS (EC 2.7.13.3) (Glycopeptide resistance-associated protein S)	graS SA0615	Staphylococcus aureus (strain N315)	346
P45438	ERMK_BACLI	reviewed	rRNA adenine N-6-methyltransferase (EC 2.1.1.-) (Erythromycin resistance protein) (Macrolide-lincosamide-streptogramin B resistance protein)	ermK	Bacillus licheniformis	287
P06573	ERM_STRSA	reviewed	rRNA adenine N-6-methyltransferase (EC 2.1.1.184) (Macrolide-lincosamide-streptogramin B resistance protein)		Streptococcus sanguinis	245
Q82VK1	MACB_NITEU	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB NE1081	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	659
P68262	MECI_STAAU	reviewed	Methicillin resistance regulatory protein MecI	mecI	Staphylococcus aureus	123
Q2IXX0	MACB_RHOP2	reviewed	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	macB RPB_2235	Rhodopseudomonas palustris (strain HaA2)	654
P0A0B2	MECR_STAEP	reviewed	Methicillin resistance mecR1 protein	mecR1 mecR	Staphylococcus epidermidis	585
Q73V87	MMR_MYCPA	reviewed	Multidrug resistance protein mmr	mmr emrE MAP_3127	Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)	107
Q4ZT65	MACB2_PSEU2	reviewed	Macrolide export ATP-binding/permease protein MacB 2 (EC 3.6.3.-)	macB2 Psyr_2618	Pseudomonas syringae pv. syringae (strain B728a)	653
Q1C5W7	MACB2_YERPA	reviewed	Macrolide export ATP-binding/permease protein MacB 2 (EC 3.6.3.-)	macB2 YPA_2190	Yersinia pestis bv. Antiqua (strain Antiqua)	678
Q2G140	MEPA_STAA8	reviewed	Multidrug export protein MepA (Staphylococcal virulence regulator protein A)	mepA svrA SAOUHSC_00315	Staphylococcus aureus (strain NCTC 8325)	451
F4ZCI3	NNHA_MYCS0	reviewed	2-nitroimidazole nitrohydrolase (2NI nitrohydrolase) (EC 3.5.99.9)	nnhA	Mycobacterium sp. (strain JS330)	379
P37323	BLA4_KLEPN	reviewed	Beta-lactamase SHV-4 (EC 3.5.2.6) (Ceftazidimase 5) (CAZ-5)	bla shv4	Klebsiella pneumoniae	265
P32011	DRRB_STRPE	reviewed	Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB	drrB	Streptomyces peucetius	283
Q93PE0	ARNB_YERPE	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB YPO2422 y1917 YP_2209	Yersinia pestis	384
Q5WNW9	BCRR_ENTFL	reviewed	HTH-type transcriptional activator BcrR	bcrR	Enterococcus faecalis (Streptococcus faecalis)	204
Q44245	AAC6_ACIG1	reviewed	Aminoglycoside N(6')-acetyltransferase type 1 (EC 2.3.1.82) (AAC(6')-Ij) (Aminoglycoside resistance protein)		Acinetobacter genomosp. 13	146
B7MG21	ARNC_ECO45	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC ECS88_2403	Escherichia coli O45:K1 (strain S88 / ExPEC)	322
B7M5T6	ARNC_ECO8A	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC ECIAI1_2330	Escherichia coli O8 (strain IAI1)	322
O52324	ARNC_SALTY	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC pbgP2 pmrF STM2298	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	327
Q31YK3	ARNC_SHIBS	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC SBO_2291	Shigella boydii serotype 4 (strain Sb227)	322
B4TPI1	ARNC_SALSV	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC SeSA_A2526	Salmonella schwarzengrund (strain CVM19633)	327
B2K5L4	ARNC_YERPB	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC YPTS_2404	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	327
B1X8W9	ARND_ECODH	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD ECDH10B_2416	Escherichia coli (strain K12 / DH10B)	296
